Species,Diet
Pteronotus gymnonotus,Carnivore
Pteronotus macleayii,Carnivore
Pteronotus paraguanensis,Carnivore
Pteronotus parnellii,Carnivore
Pteronotus personatus,Carnivore
Pteronotus quadridens,Carnivore
Moschus anhuiensis,Herbivore
Moschus berezovskii,Herbivore
Moschus chrysogaster,Herbivore
Moschus cupreus,Herbivore
Moschus fuscus,Herbivore
Moschus leucogaster,Herbivore
Moschus moschiferus,Herbivore
Abditomys latidens,Herbivore
Abeomelomys sevia,Omnivore
Acomys airensis,Carnivore
Acomys cahirinus,Omnivore
Acomys cilicicus,Omnivore
Acomys cineraceus,Carnivore
Acomys dimidiatus,Omnivore
Acomys ignitus,Carnivore
Acomys johannis,Carnivore
Acomys kempi,Carnivore
Acomys louisae,Carnivore
Acomys minous,Herbivore
Acomys mullah,Carnivore
Acomys nesiotes,Omnivore
Acomys percivali,Carnivore
Acomys russatus,Carnivore
Acomys seurati,Carnivore
Acomys spinosissimus,Carnivore
Acomys subspinosus,Omnivore
Acomys wilsoni,Carnivore
Aethomys bocagei,Herbivore
Aethomys chrysophilus,Herbivore
Aethomys granti,Herbivore
Aethomys hindei,Omnivore
Aethomys ineptus,Herbivore
Aethomys kaiseri,Herbivore
Aethomys namaquensis,Herbivore
Aethomys nyikae,Herbivore
Aethomys silindensis,Herbivore
Aethomys stannarius,Herbivore
Aethomys thomasi,Herbivore
Ammodillus imbellis,Omnivore
Anisomys imitator,Herbivore
Anonymomys mindorensis,Omnivore
Apodemus agrarius,Omnivore
Apodemus alpicola,Omnivore
Apodemus argenteus,Omnivore
Apodemus chevrieri,Herbivore
Apodemus draco,Omnivore
Apodemus epimelas,Omnivore
Apodemus flavicollis,Herbivore
Apodemus gurkha,Omnivore
Apodemus hyrcanicus,Omnivore
Apodemus latronum,Omnivore
Apodemus mystacinus,Omnivore
Apodemus pallipes,Omnivore
Apodemus peninsulae,Omnivore
Apodemus ponticus,Omnivore
Apodemus rusiges,Omnivore
Apodemus semotus,Omnivore
Apodemus speciosus,Omnivore
Apodemus sylvaticus,Omnivore
Apodemus uralensis,Omnivore
Apodemus witherbyi,Omnivore
Apomys abrae,Omnivore
Apomys camiguinensis,Omnivore
Apomys datae,Omnivore
Apomys gracilirostris,Omnivore
Apomys hylocetes,Omnivore
Apomys insignis,Omnivore
Apomys littoralis,Omnivore
Apomys microdon,Omnivore
Apomys musculus,Omnivore
Apomys sacobianus,Omnivore
Archboldomys kalinga,Carnivore
Archboldomys luzonensis,Carnivore
Archboldomys musseri,Carnivore
Arvicanthis abyssinicus,Herbivore
Arvicanthis ansorgei,Herbivore
Arvicanthis blicki,Herbivore
Arvicanthis nairobae,Herbivore
Arvicanthis neumanni,Herbivore
Arvicanthis niloticus,Herbivore
Arvicanthis rufinus,Herbivore
Baiyankamys habbema,Carnivore
Baiyankamys shawmayeri,Carnivore
Bandicota bengalensis,Omnivore
Bandicota indica,Omnivore
Bandicota savilei,Omnivore
Batomys dentatus,Herbivore
Batomys granti,Herbivore
Batomys russatus,Herbivore
Batomys salomonseni,Herbivore
Berylmys berdmorei,Omnivore
Berylmys bowersi,Omnivore
Berylmys mackenziei,Omnivore
Berylmys manipulus,Omnivore
Brachiones przewalskii,Omnivore
Bullimus bagobus,Omnivore
Bullimus gamay,Omnivore
Bullimus luzonicus,Omnivore
Bunomys andrewsi,Omnivore
Bunomys chrysocomus,Omnivore
Bunomys coelestis,Omnivore
Bunomys fratrorum,Omnivore
Bunomys penitus,Omnivore
Bunomys prolatus,Omnivore
Carpomys melanurus,Omnivore
Carpomys phaeurus,Omnivore
Chiromyscus chiropus,Omnivore
Chiropodomys calamianensis,Herbivore
Chiropodomys gliroides,Herbivore
Chiropodomys karlkoopmani,Herbivore
Chiropodomys major,Herbivore
Chiropodomys muroides,Herbivore
Chiropodomys pusillus,Herbivore
Chiruromys forbesi,Herbivore
Chiruromys lamia,Herbivore
Chiruromys vates,Herbivore
Chrotomys gonzalesi,Omnivore
Chrotomys mindorensis,Omnivore
Chrotomys sibuyanensis,Omnivore
Chrotomys silaceus,Carnivore
Chrotomys whiteheadi,Omnivore
Coccymys albidens,Herbivore
Coccymys ruemmleri,Herbivore
Colomys goslingi,Omnivore
Conilurus albipes,Omnivore
Conilurus penicillatus,Omnivore
Coryphomys buehleri,Omnivore
Crateromys australis,Herbivore
Crateromys heaneyi,Herbivore
Crateromys paulus,Herbivore
Crateromys schadenbergi,Herbivore
Cremnomys cutchicus,Omnivore
Cremnomys elvira,Omnivore
Crossomys moncktoni,Carnivore
Crunomys celebensis,Carnivore
Crunomys fallax,Omnivore
Crunomys melanius,Omnivore
Crunomys suncoides,Carnivore
Dacnomys millardi,Omnivore
Dasymys foxi,Herbivore
Dasymys incomtus,Herbivore
Dasymys montanus,Herbivore
Dasymys nudipes,Herbivore
Dasymys rufulus,Herbivore
Deomys ferrugineus,Carnivore
Dephomys defua,Omnivore
Desmodilliscus braueri,Herbivore
Desmodillus auricularis,Omnivore
Desmomys harringtoni,Omnivore
Desmomys yaldeni,Omnivore
Diomys crumpi,Omnivore
Diplothrix legata,Omnivore
Echiothrix centrosa,Carnivore
Echiothrix leucura,Carnivore
Eropeplus canus,Omnivore
Gerbilliscus afra,Omnivore
Gerbilliscus boehmi,Omnivore
Gerbilliscus brantsii,Omnivore
Gerbilliscus gambiana,Omnivore
Gerbilliscus guineae,Omnivore
Gerbilliscus inclusus,Omnivore
Gerbilliscus kempi,Omnivore
Gerbilliscus leucogaster,Omnivore
Gerbilliscus nigricaudus,Omnivore
Gerbilliscus phillipsi,Omnivore
Gerbilliscus robustus,Omnivore
Gerbilliscus validus,Omnivore
Gerbillurus paeba,Herbivore
Gerbillurus setzeri,Herbivore
Gerbillurus tytonis,Herbivore
Gerbillurus vallinus,Herbivore
Gerbillus acticola,Omnivore
Gerbillus agag,Omnivore
Gerbillus amoenus,Omnivore
Gerbillus andersoni,Omnivore
Gerbillus aquilus,Omnivore
Gerbillus bottai,Omnivore
Gerbillus brockmani,Omnivore
Gerbillus burtoni,Omnivore
Gerbillus campestris,Omnivore
Gerbillus cheesmani,Omnivore
Gerbillus cosensis,Omnivore
Gerbillus dasyurus,Omnivore
Gerbillus dunni,Omnivore
Gerbillus famulus,Omnivore
Gerbillus floweri,Omnivore
Gerbillus gerbillus,Omnivore
Gerbillus gleadowi,Omnivore
Gerbillus grobbeni,Omnivore
Gerbillus harwoodi,Omnivore
Gerbillus henleyi,Omnivore
Gerbillus hesperinus,Omnivore
Gerbillus hoogstraali,Omnivore
Gerbillus jamesi,Omnivore
Gerbillus juliani,Omnivore
Gerbillus latastei,Omnivore
Gerbillus lowei,Omnivore
Gerbillus mackillingini,Omnivore
Gerbillus maghrebi,Omnivore
Gerbillus mesopotamiae,Omnivore
Gerbillus muriculus,Omnivore
Gerbillus nancillus,Omnivore
Gerbillus nanus,Omnivore
Gerbillus nigeriae,Omnivore
Gerbillus occiduus,Omnivore
Gerbillus percivali,Omnivore
Gerbillus perpallidus,Omnivore
Gerbillus poecilops,Omnivore
Gerbillus principulus,Omnivore
Gerbillus pulvinatus,Omnivore
Gerbillus pusillus,Omnivore
Gerbillus pyramidum,Omnivore
Gerbillus rosalinda,Omnivore
Gerbillus rupicola,Omnivore
Gerbillus simoni,Omnivore
Gerbillus somalicus,Omnivore
Gerbillus stigmonyx,Omnivore
Gerbillus tarabuli,Omnivore
Gerbillus watersi,Omnivore
Golunda ellioti,Herbivore
Grammomys aridulus,Omnivore
Grammomys buntingi,Omnivore
Grammomys caniceps,Omnivore
Grammomys cometes,Omnivore
Grammomys dolichurus,Omnivore
Grammomys dryas,Omnivore
Grammomys gigas,Omnivore
Grammomys ibeanus,Omnivore
Grammomys kuru,Omnivore
Grammomys macmillani,Omnivore
Grammomys minnae,Omnivore
Hadromys humei,Herbivore
Hadromys yunnanensis,Herbivore
Haeromys margarettae,Omnivore
Haeromys minahassae,Herbivore
Haeromys pusillus,Omnivore
Hapalomys delacouri,Herbivore
Hapalomys longicaudatus,Herbivore
Heimyscus fumosus,Omnivore
Hybomys badius,Omnivore
Hybomys basilii,Omnivore
Hybomys lunaris,Omnivore
Hybomys planifrons,Omnivore
Hybomys trivirgatus,Omnivore
Hybomys univittatus,Omnivore
Hydromys chrysogaster,Carnivore
Hydromys hussoni,Carnivore
Hydromys neobritannicus,Carnivore
Hydromys ziegleri,Carnivore
Hylomyscus aeta,Omnivore
Hylomyscus alleni,Omnivore
Hylomyscus baeri,Omnivore
Hylomyscus carillus,Omnivore
Hylomyscus denniae,Omnivore
Hylomyscus grandis,Omnivore
Hylomyscus parvus,Omnivore
Hylomyscus stella,Omnivore
Hyomys dammermani,Herbivore
Hyomys goliath,Herbivore
Kadarsanomys sodyi,Omnivore
Komodomys rintjanus,Omnivore
Lamottemys okuensis,Omnivore
Leggadina forresti,Herbivore
Leggadina lakedownensis,Herbivore
Leimacomys buettneri,Omnivore
Lemniscomys barbarus,Herbivore
Lemniscomys bellieri,Herbivore
Lemniscomys griselda,Herbivore
Lemniscomys hoogstraali,Herbivore
Lemniscomys linulus,Herbivore
Lemniscomys macculus,Herbivore
Lemniscomys mittendorfi,Herbivore
Lemniscomys rosalia,Herbivore
Lemniscomys roseveari,Herbivore
Lemniscomys striatus,Herbivore
Lemniscomys zebra,Herbivore
Lenomys meyeri,Herbivore
Lenothrix canus,Omnivore
Leopoldamys ciliatus,Omnivore
Leopoldamys edwardsi,Omnivore
Leopoldamys milleti,Omnivore
Leopoldamys neilli,Omnivore
Leopoldamys sabanus,Omnivore
Leopoldamys siporanus,Omnivore
Leporillus apicalis,Herbivore
Leporillus conditor,Herbivore
Leptomys elegans,Carnivore
Leptomys ernstmayri,Omnivore
Leptomys signatus,Omnivore
Limnomys bryophilus,Omnivore
Limnomys sibuanus,Omnivore
Lophuromys brevicaudus,Omnivore
Lophuromys chrysopus,Omnivore
Lophuromys cinereus,Omnivore
Lophuromys dieterleni,Omnivore
Lophuromys eisentrauti,Omnivore
Lophuromys flavopunctatus,Omnivore
Lophuromys huttereri,Omnivore
Lophuromys luteogaster,Carnivore
Lophuromys medicaudatus,Omnivore
Lophuromys melanonyx,Omnivore
Lophuromys nudicaudus,Omnivore
Lophuromys rahmi,Omnivore
Lophuromys roseveari,Omnivore
Lophuromys sikapusi,Omnivore
Lophuromys woosnami,Omnivore
Lorentzimys nouhuysi,Omnivore
Macruromys elegans,Herbivore
Macruromys major,Herbivore
Madromys blanfordi,Omnivore
Malacomys cansdalei,Omnivore
Malacomys edwardsi,Omnivore
Malacomys longipes,Omnivore
Mallomys aroaensis,Herbivore
Mallomys gunung,Herbivore
Mallomys istapantap,Herbivore
Mallomys rothschildi,Herbivore
Mammelomys lanosus,Herbivore
Mammelomys rattoides,Herbivore
Margaretamys beccarii,Omnivore
Margaretamys elegans,Omnivore
Margaretamys parvus,Omnivore
Mastacomys fuscus,Herbivore
Mastomys awashensis,Omnivore
Mastomys coucha,Omnivore
Mastomys erythroleucus,Omnivore
Mastomys huberti,Omnivore
Mastomys kollmannspergeri,Omnivore
Mastomys natalensis,Omnivore
Mastomys pernanus,Omnivore
Mastomys shortridgei,Omnivore
Maxomys alticola,Omnivore
Maxomys baeodon,Omnivore
Maxomys bartelsii,Omnivore
Maxomys dollmani,Omnivore
Maxomys hellwaldii,Omnivore
Maxomys hylomyoides,Omnivore
Maxomys inas,Omnivore
Maxomys inflatus,Omnivore
Maxomys moi,Omnivore
Maxomys musschenbroekii,Omnivore
Maxomys ochraceiventer,Omnivore
Maxomys pagensis,Omnivore
Maxomys panglima,Omnivore
Maxomys rajah,Omnivore
Maxomys surifer,Omnivore
Maxomys wattsi,Omnivore
Maxomys whiteheadi,Omnivore
Melasmothrix naso,Carnivore
Melomys aerosus,Herbivore
Melomys arcium,Herbivore
Melomys bannisteri,Herbivore
Melomys bougainville,Herbivore
Melomys burtoni,Herbivore
Melomys capensis,Herbivore
Melomys caurinus,Herbivore
Melomys cervinipes,Herbivore
Melomys cooperae,Herbivore
Melomys dollmani,Herbivore
Melomys fraterculus,Herbivore
Melomys frigicola,Herbivore
Melomys fulgens,Herbivore
Melomys howi,Herbivore
Melomys leucogaster,Herbivore
Melomys lutillus,Herbivore
Melomys matambuai,Herbivore
Melomys obiensis,Herbivore
Melomys paveli,Herbivore
Melomys rubicola,Herbivore
Melomys rufescens,Herbivore
Melomys talaudium,Herbivore
Meriones arimalius,Omnivore
Meriones chengi,Omnivore
Meriones crassus,Omnivore
Meriones dahli,Omnivore
Meriones grandis,Omnivore
Meriones hurrianae,Omnivore
Meriones libycus,Omnivore
Meriones meridianus,Herbivore
Meriones persicus,Omnivore
Meriones rex,Omnivore
Meriones sacramenti,Omnivore
Meriones shawi,Omnivore
Meriones tamariscinus,Herbivore
Meriones tristrami,Herbivore
Meriones unguiculatus,Herbivore
Meriones vinogradovi,Herbivore
Meriones zarudnyi,Omnivore
Mesembriomys gouldii,Omnivore
Mesembriomys macrurus,Omnivore
Microdillus peeli,Omnivore
Microhydromys musseri,Carnivore
Microhydromys richardsoni,Carnivore
Micromys minutus,Omnivore
Millardia gleadowi,Herbivore
Millardia kathleenae,Herbivore
Millardia kondana,Herbivore
Millardia meltada,Herbivore
Muriculus imberbis,Herbivore
Mus baoulei,Omnivore
Mus booduga,Omnivore
Mus bufo,Herbivore
Mus callewaerti,Omnivore
Mus caroli,Omnivore
Mus cervicolor,Omnivore
Mus cookii,Omnivore
Mus crociduroides,Omnivore
Mus cypriacus,Omnivore
Mus famulus,Omnivore
Mus fernandoni,Omnivore
Mus fragilicauda,Omnivore
Mus goundae,Omnivore
Mus haussa,Omnivore
Mus indutus,Omnivore
Mus macedonicus,Omnivore
Mus mahomet,Omnivore
Mus mattheyi,Omnivore
Mus mayori,Omnivore
Mus minutoides,Omnivore
Mus musculoides,Omnivore
Mus musculus,Omnivore
Mus neavei,Omnivore
Mus orangiae,Omnivore
Mus oubanguii,Omnivore
Mus pahari,Omnivore
Mus phillipsi,Omnivore
Mus platythrix,Omnivore
Mus saxicola,Omnivore
Mus setulosus,Omnivore
Mus setzeri,Carnivore
Mus shortridgei,Omnivore
Mus sorella,Omnivore
Mus spicilegus,Herbivore
Mus spretus,Omnivore
Mus tenellus,Omnivore
Mus terricolor,Omnivore
Mus triton,Omnivore
Mus vulcani,Omnivore
Mylomys dybowskii,Herbivore
Mylomys rex,Herbivore
Myomyscus angolensis,Omnivore
Myomyscus brockmani,Omnivore
Myomyscus verreauxii,Carnivore
Myomyscus yemeni,Herbivore
Nesokia bunnii,Herbivore
Nesokia indica,Herbivore
Nesoromys ceramicus,Omnivore
Nilopegamys plumbeus,Carnivore
Niviventer andersoni,Omnivore
Niviventer brahma,Omnivore
Niviventer cameroni,Omnivore
Niviventer confucianus,Omnivore
Niviventer coninga,Omnivore
Niviventer cremoriventer,Omnivore
Niviventer culturatus,Omnivore
Niviventer eha,Omnivore
Niviventer excelsior,Omnivore
Niviventer fraternus,Omnivore
Niviventer fulvescens,Omnivore
Niviventer hinpoon,Omnivore
Niviventer langbianis,Omnivore
Niviventer lepturus,Omnivore
Niviventer niviventer,Omnivore
Niviventer rapit,Omnivore
Niviventer tenaster,Omnivore
Notomys alexis,Herbivore
Notomys amplus,Herbivore
Notomys aquilo,Herbivore
Notomys cervinus,Herbivore
Notomys fuscus,Herbivore
Notomys longicaudatus,Herbivore
Notomys macrotis,Herbivore
Notomys mitchellii,Herbivore
Notomys mordax,Herbivore
Oenomys hypoxanthus,Omnivore
Oenomys ornatus,Omnivore
Otomys anchietae,Herbivore
Otomys angoniensis,Herbivore
Otomys barbouri,Herbivore
Otomys burtoni,Herbivore
Otomys cuanzensis,Herbivore
Otomys denti,Herbivore
Otomys irroratus,Herbivore
Otomys lacustris,Herbivore
Otomys laminatus,Herbivore
Otomys occidentalis,Herbivore
Otomys saundersiae,Herbivore
Otomys sloggetti,Herbivore
Otomys tropicalis,Herbivore
Otomys typus,Herbivore
Otomys unisulcatus,Herbivore
Pachyuromys duprasi,Carnivore
Palawanomys furvus,Omnivore
Papagomys armandvillei,Omnivore
Parahydromys asper,Carnivore
Paraleptomys rufilatus,Omnivore
Paraleptomys wilhelmina,Omnivore
Paramelomys gressitti,Herbivore
Paramelomys levipes,Herbivore
Paramelomys lorentzii,Herbivore
Paramelomys mollis,Herbivore
Paramelomys moncktoni,Herbivore
Paramelomys naso,Herbivore
Paramelomys platyops,Herbivore
Paramelomys rubex,Herbivore
Paramelomys steini,Herbivore
Parotomys brantsii,Herbivore
Parotomys littledalei,Herbivore
Paruromys dominator,Herbivore
Paulamys naso,Omnivore
Pelomys campanae,Herbivore
Pelomys fallax,Herbivore
Pelomys hopkinsi,Herbivore
Pelomys isseli,Herbivore
Pelomys minor,Herbivore
Phloeomys cumingi,Herbivore
Phloeomys pallidus,Herbivore
Pithecheir melanurus,Omnivore
Pithecheir parvus,Omnivore
Pithecheirops otion,Omnivore
Pogonomelomys brassi,Omnivore
Pogonomelomys bruijnii,Omnivore
Pogonomelomys mayeri,Omnivore
Pogonomys championi,Herbivore
Pogonomys fergussoniensis,Herbivore
Pogonomys loriae,Herbivore
Pogonomys macrourus,Herbivore
Pogonomys sylvestris,Herbivore
Praomys daltoni,Omnivore
Praomys degraaffi,Omnivore
Praomys delectorum,Omnivore
Praomys derooi,Omnivore
Praomys hartwigi,Omnivore
Praomys jacksoni,Herbivore
Praomys lukolelae,Omnivore
Praomys minor,Omnivore
Praomys misonnei,Omnivore
Praomys morio,Omnivore
Praomys mutoni,Omnivore
Praomys obscurus,Omnivore
Praomys petteri,Omnivore
Praomys rostratus,Omnivore
Praomys tullbergi,Omnivore
Praomys verschureni,Omnivore
Protochromys fellowsi,Herbivore
Psammomys obesus,Herbivore
Psammomys vexillaris,Herbivore
Pseudohydromys ellermani,Carnivore
Pseudohydromys fuscus,Carnivore
Pseudohydromys germani,Carnivore
Pseudohydromys murinus,Carnivore
Pseudohydromys occidentalis,Carnivore
Pseudomys albocinereus,Omnivore
Pseudomys apodemoides,Omnivore
Pseudomys australis,Omnivore
Pseudomys bolami,Omnivore
Pseudomys calabyi,Omnivore
Pseudomys chapmani,Omnivore
Pseudomys delicatulus,Omnivore
Pseudomys desertor,Omnivore
Pseudomys fieldi,Omnivore
Pseudomys fumeus,Herbivore
Pseudomys glaucus,Omnivore
Pseudomys gouldii,Omnivore
Pseudomys gracilicaudatus,Omnivore
Pseudomys hermannsburgensis,Omnivore
Pseudomys higginsi,Omnivore
Pseudomys johnsoni,Omnivore
Pseudomys nanus,Omnivore
Pseudomys novaehollandiae,Omnivore
Pseudomys occidentalis,Omnivore
Pseudomys oralis,Omnivore
Pseudomys patrius,Omnivore
Pseudomys pilligaensis,Omnivore
Pseudomys shortridgei,Omnivore
Rattus adustus,Omnivore
Rattus andamanensis,Omnivore
Rattus annandalei,Omnivore
Rattus arfakienis,Omnivore
Rattus argentiventer,Omnivore
Rattus arrogans,Omnivore
Rattus baluensis,Omnivore
Rattus blangorum,Omnivore
Rattus bontanus,Omnivore
Rattus burrus,Omnivore
Rattus colletti,Omnivore
Rattus elaphinus,Omnivore
Rattus enganus,Omnivore
Rattus everetti,Omnivore
Rattus exulans,Omnivore
Rattus feliceus,Omnivore
Rattus fuscipes,Omnivore
Rattus giluwensis,Omnivore
Rattus hainaldi,Omnivore
Rattus hoffmanni,Herbivore
Rattus hoogerwerfi,Omnivore
Rattus jobiensis,Omnivore
Rattus koopmani,Omnivore
Rattus korinchi,Omnivore
Rattus leucopus,Omnivore
Rattus losea,Omnivore
Rattus lugens,Omnivore
Rattus lutreolus,Omnivore
Rattus macleari,Herbivore
Rattus marmosurus,Herbivore
Rattus mindorensis,Omnivore
Rattus mollicomulus,Omnivore
Rattus montanus,Omnivore
Rattus mordax,Omnivore
Rattus morotaiensis,Omnivore
Rattus nativitatis,Herbivore
Rattus niobe,Omnivore
Rattus nitidus,Omnivore
Rattus norvegicus,Carnivore
Rattus novaeguineae,Omnivore
Rattus omichlodes,Omnivore
Rattus osgoodi,Omnivore
Rattus palmarum,Omnivore
Rattus pelurus,Omnivore
Rattus pococki,Omnivore
Rattus praetor,Omnivore
Rattus pyctoris,Omnivore
Rattus ranjiniae,Omnivore
Rattus rattus,Omnivore
Rattus richardsoni,Omnivore
Rattus salocco,Omnivore
Rattus satarae,Omnivore
Rattus simalurensis,Omnivore
Rattus sordidus,Omnivore
Rattus steini,Omnivore
Rattus stoicus,Omnivore
Rattus tanezumi,Omnivore
Rattus tawitawiensis,Omnivore
Rattus timorensis,Omnivore
Rattus tiomanicus,Omnivore
Rattus tunneyi,Omnivore
Rattus vandeuseni,Omnivore
Rattus verecundus,Omnivore
Rattus villosissimus,Omnivore
Rattus xanthurus,Herbivore
Rhabdomys pumilio,Omnivore
Rhombomys opimus,Herbivore
Rhynchomys banahao,Carnivore
Rhynchomys isarogensis,Carnivore
Rhynchomys soricoides,Carnivore
Rhynchomys tapulao,Carnivore
Saxatilomys paulinae,Carnivore
Sekeetamys calurus,Herbivore
Solomys ponceleti,Herbivore
Solomys salamonis,Herbivore
Solomys salebrosus,Herbivore
Solomys sapientis,Herbivore
Sommeromys macrorhinos,Carnivore
Srilankamys ohiensis,Omnivore
Stenocephalemys albipes,Omnivore
Stenocephalemys albocaudata,Omnivore
Stenocephalemys griseicauda,Omnivore
Stenocephalemys ruppi,Omnivore
Stochomys longicaudatus,Omnivore
Sundamys infraluteus,Omnivore
Sundamys maxi,Omnivore
Sundamys muelleri,Omnivore
Taeromys callitrichus,Omnivore
Taeromys hamatus,Herbivore
Tarsomys apoensis,Carnivore
Tarsomys echinatus,Carnivore
Tateomys macrocercus,Carnivore
Tateomys rhinogradoides,Carnivore
Tatera indica,Omnivore
Taterillus arenarius,Omnivore
Taterillus congicus,Omnivore
Taterillus emini,Omnivore
Taterillus gracilis,Omnivore
Taterillus lacustris,Omnivore
Taterillus petteri,Omnivore
Taterillus pygargus,Omnivore
Taterillus tranieri,Omnivore
Thallomys loringi,Herbivore
Thallomys nigricauda,Herbivore
Thallomys paedulcus,Herbivore
Thallomys shortridgei,Herbivore
Thamnomys kempi,Herbivore
Thamnomys schoutedeni,Herbivore
Thamnomys venustus,Herbivore
Tokudaia muenninki,Omnivore
Tokudaia osimensis,Omnivore
Tokudaia tokunoshimensis,Omnivore
Tonkinomys daovantieni,Carnivore
Tryphomys adustus,Omnivore
Uranomys ruddi,Carnivore
Uromys anak,Herbivore
Uromys boeadii,Herbivore
Uromys caudimaculatus,Herbivore
Uromys emmae,Herbivore
Uromys hadrourus,Omnivore
Uromys imperator,Herbivore
Uromys neobritannicus,Herbivore
Uromys porculus,Herbivore
Uromys rex,Herbivore
Uromys siebersi,Herbivore
Vandeleuria nilagirica,Herbivore
Vandeleuria nolthenii,Herbivore
Vandeleuria oleracea,Herbivore
Vernaya fulva,Omnivore
Xenuromys barbatus,Omnivore
Xeromys myoides,Omnivore
Zelotomys hildegardeae,Carnivore
Zelotomys woosnami,Omnivore
Zyzomys argurus,Omnivore
Zyzomys maini,Herbivore
Zyzomys pedunculatus,Herbivore
Zyzomys woodwardi,Herbivore
Aonyx capensis,Carnivore
Aonyx cinerea,Carnivore
Aonyx congicus,Carnivore
Arctonyx collaris,Omnivore
Eira barbara,Omnivore
Enhydra lutris,Carnivore
Galictis cuja,Omnivore
Galictis vittata,Omnivore
Gulo gulo,Omnivore
Ictonyx libyca,Carnivore
Ictonyx striatus,Carnivore
Lontra canadensis,Carnivore
Lontra felina,Carnivore
Lontra longicaudis,Carnivore
Lontra provocax,Carnivore
Lutra lutra,Carnivore
Lutra maculicollis,Carnivore
Lutra sumatrana,Carnivore
Lutrogale perspicillata,Carnivore
Lyncodon patagonicus,Carnivore
Martes americana,Omnivore
Martes flavigula,Omnivore
Martes foina,Omnivore
Martes gwatkinsii,Omnivore
Martes martes,Omnivore
Martes melampus,Omnivore
Martes pennanti,Carnivore
Martes zibellina,Omnivore
Meles anakuma,Omnivore
Meles leucurus,Omnivore
Meles meles,Omnivore
Mellivora capensis,Omnivore
Melogale everetti,Omnivore
Melogale moschata,Carnivore
Melogale orientalis,Omnivore
Melogale personata,Carnivore
Mustela africana,Carnivore
Mustela altaica,Carnivore
Mustela erminea,Carnivore
Mustela eversmanii,Carnivore
Mustela felipei,Carnivore
Mustela frenata,Carnivore
Mustela itatsi,Carnivore
Mustela kathiah,Carnivore
Mustela lutreola,Carnivore
Mustela lutreolina,Carnivore
Mustela nigripes,Carnivore
Mustela nivalis,Carnivore
Mustela nudipes,Carnivore
Mustela putorius,Carnivore
Mustela sibirica,Carnivore
Mustela strigidorsa,Carnivore
Mustela subpalmata,Carnivore
Neovison macrodon,Carnivore
Neovison vison,Carnivore
Poecilogale albinucha,Carnivore
Pteronura brasiliensis,Carnivore
Taxidea taxus,Carnivore
Vormela peregusna,Carnivore
Myocastor coypus,Herbivore
Myrmecobius fasciatus,Carnivore
Myrmecophaga tridactyla,Carnivore
Tamandua mexicana,Carnivore
Tamandua tetradactyla,Carnivore
Mystacina robusta,Omnivore
Mystacina tuberculata,Omnivore
Myzopoda aurita,Carnivore
Myzopoda schliemanni,Carnivore
Nandinia binotata,Omnivore
Chilonatalus micropus,Carnivore
Chilonatalus tumidifrons,Carnivore
Natalus espiritosantensis,Carnivore
Natalus jamaicensis,Carnivore
Natalus lanatus,Carnivore
Natalus major,Carnivore
Natalus mexicanus,Carnivore
Natalus primus,Carnivore
Natalus stramineus,Carnivore
Natalus tumidirostris,Carnivore
Nyctiellus lepidus,Carnivore
Beamys hindei,Omnivore
Brachytarsomys albicauda,Omnivore
Brachytarsomys villosa,Omnivore
Brachyuromys betsileoensis,Omnivore
Brachyuromys ramirohitra,Omnivore
Cricetomys emini,Omnivore
Cricetomys gambianus,Omnivore
Delanymys brooksi,Omnivore
Dendromus insignis,Omnivore
Dendromus kahuziensis,Omnivore
Dendromus kivu,Omnivore
Dendromus lovati,Omnivore
Dendromus melanotis,Omnivore
Dendromus mesomelas,Omnivore
Dendromus messorius,Omnivore
Dendromus mystacalis,Omnivore
Dendromus nyikae,Omnivore
Dendromus oreas,Omnivore
Dendromus vernayi,Omnivore
Dendroprionomys rousseloti,Carnivore
Eliurus antsingy,Omnivore
Eliurus danieli,Omnivore
Eliurus ellermani,Omnivore
Eliurus grandidieri,Omnivore
Eliurus majori,Omnivore
Eliurus minor,Omnivore
Eliurus myoxinus,Omnivore
Eliurus penicillatus,Omnivore
Eliurus petteri,Omnivore
Eliurus tanala,Omnivore
Eliurus webbi,Omnivore
Gymnuromys roberti,Omnivore
Hypogeomys antimena,Omnivore
Macrotarsomys bastardi,Omnivore
Macrotarsomys ingens,Omnivore
Macrotarsomys petteri,Omnivore
Malacothrix typica,Omnivore
Megadendromus nikolausi,Omnivore
Monticolomys koopmani,Omnivore
Mystromys albicaudatus,Omnivore
Nesomys audeberti,Omnivore
Nesomys lambertoni,Omnivore
Nesomys rufus,Omnivore
Petromyscus barbouri,Omnivore
Petromyscus collinus,Omnivore
Petromyscus monticularis,Omnivore
Petromyscus shortridgei,Omnivore
Prionomys batesi,Omnivore
Saccostomus campestris,Omnivore
Saccostomus mearnsi,Omnivore
Steatomys bocagei,Omnivore
Steatomys caurinus,Omnivore
Steatomys cuppedius,Omnivore
Steatomys jacksoni,Omnivore
Steatomys krebsii,Omnivore
Steatomys opimus,Omnivore
Steatomys parvus,Omnivore
Steatomys pratensis,Omnivore
Voalavo antsahabensis,Omnivore
Voalavo gymnocaudus,Omnivore
Nesophontes edithae,Carnivore
Nesophontes hypomicrus,Carnivore
Nesophontes major,Carnivore
Nesophontes micrus,Carnivore
Nesophontes paramicrus,Carnivore
Nesophontes zamicrus,Carnivore
Noctilio albiventris,Carnivore
